text,amount,date,merchant,category,is_subscription,source
Потратил 100947 рублей в Русфонд на благотворительность,100947,2024-11-29,Русфонд,Благотворительность,0,voice
Потратил 68092 рублей в Freelance клиент на фриланс,68092,2024-12-25,Freelance клиент,Фриланс,0,voice
Русфонд Благотворительность 62759,62759,2024-08-28,Русфонд,Благотворительность,0,manual
Потратил 85674 рублей в Русфонд на благотворительность,85674,2024-09-10,Русфонд,Благотворительность,0,voice
Покупка. Подари жизнь. 72687.00 RUB,72687,2024-06-05,Подари жизнь,Благотворительность,0,csv
Покупка. М.Видео. 96382.00 RUB,96382,2025-04-06,М.Видео,Техника и электроника,0,csv
Покупка. Горздрав. 130083.00 RUB,130083,2024-05-10,Горздрав,Здоровье и аптеки,0,csv
Глобус Супермаркеты 129273,129273,2025-02-07,Глобус,Супермаркеты,0,manual
Покупка. Подорожник. 79723.00 RUB,79723,2024-05-09,Подорожник,Общественный транспорт,0,csv
Потратил 86637 рублей в Спортмастер на обувь,86637,2025-01-05,Спортмастер,Обувь,0,voice
Якитория Кафе и рестораны 112545,112545,2025-04-03,Якитория,Кафе и рестораны,0,manual
Покупка. Нетология. 109844.00 RUB,109844,2024-06-30,Нетология,Образование,0,csv
Покупка. Билайн. 70217.00 RUB,70217,2024-09-16,Билайн,Интернет и связь,0,csv
Покупка. Подорожник. 59986.00 RUB,59986,2024-12-04,Подорожник,Общественный транспорт,0,csv
Покупка. ECCO. 112499.00 RUB,112499,2024-11-18,ECCO,Обувь,0,csv
Uber Russia Такси 56629,56629,2024-08-10,Uber Russia,Такси,0,manual
DNS Техника и электроника 82150,82150,2024-05-03,DNS,Техника и электроника,0,manual
Покупка. РЖД. 120825.00 RUB,120825,2024-08-30,РЖД,Транспорт,0,csv
ECCO Обувь 1249,1249,2025-04-18,ECCO,Обувь,0,manual
Оплатил подписку Ростелеком 890 рублей,890,2025-03-28,Ростелеком,Интернет и связь,1,voice
Покупка. Анна. 147074.00 RUB,147074,2024-04-21,Анна,Переводы,0,csv
Потратил 78894 рублей в ИП Иванов на зарплата,78894,2024-05-04,ИП Иванов,Зарплата,0,voice
Покупка. Сбер Инвестор. 88449.00 RUB,88449,2025-03-19,Сбер Инвестор,Инвестиции,0,csv
Skyeng Образование 6283,6283,2025-01-25,Skyeng,Образование,0,manual
Сбер Инвестор Инвестиции 15666,15666,2024-07-03,Сбер Инвестор,Инвестиции,0,manual
Покупка. Тинькофф Инвестиции. 45890.00 RUB,45890,2024-09-29,Тинькофф Инвестиции,Инвестиции,0,csv
VK Play Развлечения 43352,43352,2025-01-10,VK Play,Развлечения,0,manual
Потратил 120081 рублей в Прочий платеж на прочее,120081,2024-04-10,Прочий платеж,Прочее,0,voice
Покупка. Steam. 51469.00 RUB,51469,2024-10-17,Steam,Развлечения,0,csv
Глобус Супермаркеты 59629,59629,2025-04-13,Глобус,Супермаркеты,0,manual
Потратил 82555 рублей в Сбер Инвестор на инвестиции,82555,2024-05-18,Сбер Инвестор,Инвестиции,0,voice
Покупка. Алексей. 1304.00 RUB,1304,2024-05-03,Алексей,Переводы,0,csv
Потратил 110598 рублей в Skyeng на образование,110598,2024-03-11,Skyeng,Образование,0,voice
Zarina Одежда 28869,28869,2024-06-30,Zarina,Одежда,0,manual
Покупка. Окей. 1325.00 RUB,1325,2024-06-02,Окей,Супермаркеты,0,csv
Покупка. Wildberries. 48544.00 RUB,48544,2024-10-14,Wildberries,Одежда,0,csv
Потратил 90074 рублей в Вкусно и точка на фастфуд,90074,2024-04-26,Вкусно и точка,Фастфуд,0,voice
Тануки Кафе и рестораны 69471,69471,2025-01-30,Тануки,Кафе и рестораны,0,manual
Покупка. ИП Иванов. 61009.00 RUB,61009,2025-02-26,ИП Иванов,Зарплата,0,csv
Покупка. Spotify. 86717.00 RUB,86717,2024-04-06,Spotify,Подписки,0,csv
Потратил 37336 рублей в Шоколадница на кафе и рестораны,37336,2024-05-02,Шоколадница,Кафе и рестораны,0,voice
Покупка. ООО Техно. 7702.00 RUB,7702,2024-05-20,ООО Техно,Зарплата,0,csv
Uber Russia Такси 48455,48455,2025-03-29,Uber Russia,Такси,0,manual
Потратил 144585 рублей в Лэтуаль на красота и уход,144585,2024-08-10,Лэтуаль,Красота и уход,0,voice
Потратил 90213 рублей в Сервис оплаты на прочее,90213,2024-02-26,Сервис оплаты,Прочее,0,voice
Заказчик Upwork Фриланс 95333,95333,2024-09-10,Заказчик Upwork,Фриланс,0,manual
Оплатил подписку СберПрайм 299 рублей,299,2024-12-12,СберПрайм,Подписки,1,voice
Потратил 89761 рублей в Ralf Ringer на обувь,89761,2024-02-11,Ralf Ringer,Обувь,0,voice
Покупка. PlayStation Store. 113136.00 RUB,113136,2024-01-21,PlayStation Store,Развлечения,0,csv
Покупка. Подари жизнь. 60906.00 RUB,60906,2024-06-14,Подари жизнь,Благотворительность,0,csv
Бургер Кинг Фастфуд 79856,79856,2024-06-25,Бургер Кинг,Фастфуд,0,manual
Сервис оплаты Прочее 57700,57700,2024-12-18,Сервис оплаты,Прочее,0,manual
Потратил 109594 рублей в Подружка на красота и уход,109594,2024-03-10,Подружка,Красота и уход,0,voice
Мосэнергосбыт Коммунальные услуги 109031,109031,2024-08-21,Мосэнергосбыт,Коммунальные услуги,0,manual
Тройка Общественный транспорт 65633,65633,2024-07-16,Тройка,Общественный транспорт,0,manual
Потратил 83270 рублей в KFC на фастфуд,83270,2025-03-01,KFC,Фастфуд,0,voice
ЖКХ Сервис Коммунальные услуги 43771,43771,2025-01-24,ЖКХ Сервис,Коммунальные услуги,0,manual
Потратил 45610 рублей в Ригла на здоровье и аптеки,45610,2025-01-20,Ригла,Здоровье и аптеки,0,voice
Аптека 36.6 Здоровье и аптеки 67562,67562,2024-09-26,Аптека 36.6,Здоровье и аптеки,0,manual
Додо Пицца Фастфуд 41936,41936,2024-01-08,Додо Пицца,Фастфуд,0,manual
Потратил 111171 рублей в Fitmost на спорт,111171,2024-10-19,Fitmost,Спорт,0,voice
Покупка. Netflix. 63095.00 RUB,63095,2024-01-11,Netflix,Подписки,0,csv
Покупка. Подари жизнь. 88137.00 RUB,88137,2024-02-07,Подари жизнь,Благотворительность,0,csv
Горздрав Здоровье и аптеки 15599,15599,2024-06-08,Горздрав,Здоровье и аптеки,0,manual
Покупка. Wildberries. 86539.00 RUB,86539,2025-01-04,Wildberries,Одежда,0,csv
Booking Путешествия 37494,37494,2025-04-14,Booking,Путешествия,0,manual
Покупка. Прочий платеж. 109828.00 RUB,109828,2024-08-13,Прочий платеж,Прочее,0,csv
Потратил 56493 рублей в Wildberries Plus на подписки,56493,2024-05-23,Wildberries Plus,Подписки,0,voice
Покупка. Подари жизнь. 139252.00 RUB,139252,2025-04-15,Подари жизнь,Благотворительность,0,csv
Потратил 80941 рублей в Нетология на образование,80941,2024-09-14,Нетология,Образование,0,voice
Покупка. Спортмастер. 76531.00 RUB,76531,2024-11-28,Спортмастер,Обувь,0,csv
Потратил 96859 рублей в РЖД на транспорт,96859,2024-11-07,РЖД,Транспорт,0,voice
Прочий платеж Прочее 78111,78111,2024-07-06,Прочий платеж,Прочее,0,manual
Покупка. Окей. 46109.00 RUB,46109,2025-02-06,Окей,Супермаркеты,0,csv
Потратил 64620 рублей в Тинькофф Инвестиции на инвестиции,64620,2024-05-10,Тинькофф Инвестиции,Инвестиции,0,voice
Аэроэкспресс Транспорт 97327,97327,2024-08-14,Аэроэкспресс,Транспорт,0,manual
Потратил 16807 рублей в DNS на техника и электроника,16807,2024-02-26,DNS,Техника и электроника,0,voice
Потратил 6415 рублей в Freelance клиент на фриланс,6415,2025-01-18,Freelance клиент,Фриланс,0,voice
Оплатил подписку KION 22353 рублей,22353,2024-09-23,KION,Кино и сериалы,1,voice
Покупка. Заказчик Upwork. 78471.00 RUB,78471,2024-05-07,Заказчик Upwork,Фриланс,0,csv
Горздрав Здоровье и аптеки 59038,59038,2025-04-13,Горздрав,Здоровье и аптеки,0,manual
Потратил 41149 рублей в Подари жизнь на благотворительность,41149,2024-12-06,Подари жизнь,Благотворительность,0,voice
X-Fit Спорт 31167,31167,2024-12-13,X-Fit,Спорт,0,manual
Саша Переводы 4191,4191,2024-07-27,Саша,Переводы,0,manual
Покупка. S7 Airlines. 30115.00 RUB,30115,2024-12-10,S7 Airlines,Транспорт,0,csv
Потратил 102240 рублей в Подружка на красота и уход,102240,2025-04-07,Подружка,Красота и уход,0,voice
Потратил 118516 рублей в Русфонд на благотворительность,118516,2024-04-19,Русфонд,Благотворительность,0,voice
Потратил 112080 рублей в Ситимобил на такси,112080,2024-03-13,Ситимобил,Такси,0,voice
Потратил 14094 рублей в ИП Иванов на зарплата,14094,2025-01-09,ИП Иванов,Зарплата,0,voice
Потратил 40844 рублей в МегаФон на интернет и связь,40844,2024-03-21,МегаФон,Интернет и связь,0,voice
KFC Фастфуд 148738,148738,2025-04-05,KFC,Фастфуд,0,manual
Якитория Кафе и рестораны 57153,57153,2024-12-13,Якитория,Кафе и рестораны,0,manual
Покупка. Лэтуаль. 126939.00 RUB,126939,2024-02-28,Лэтуаль,Красота и уход,0,csv
ФНС Налоги 35939,35939,2024-10-16,ФНС,Налоги,0,manual
МегаФон подписка 620,620,2024-11-25,МегаФон,Интернет и связь,1,manual
Покупка. Okko. 21277.00 RUB,21277,2024-07-10,Okko,Кино и сериалы,0,csv
Потратил 71920 рублей в Тройка на общественный транспорт,71920,2024-06-11,Тройка,Общественный транспорт,0,voice
Потратил 1590 рублей в Ашан на супермаркеты,1590,2024-03-08,Ашан,Супермаркеты,0,voice
Покупка. Сбер. 136559.00 RUB,136559,2024-05-04,Сбер,Налоги,0,csv
Покупка. Skillbox. 9019.00 RUB,9019,2025-03-30,Skillbox,Образование,0,csv
Покупка. Подорожник. 90809.00 RUB,90809,2025-03-26,Подорожник,Общественный транспорт,0,csv
Покупка. Окей. 82942.00 RUB,82942,2024-09-14,Окей,Супермаркеты,0,csv
Покупка. DNS. 104016.00 RUB,104016,2024-01-25,DNS,Техника и электроника,0,csv
СПИСАНИЕ 199.00 WILDBERRIES PLUS,199,2024-01-05,Wildberries Plus,Подписки,1,csv
Потратил 71652 рублей в Booking на путешествия,71652,2024-07-27,Booking,Путешествия,0,voice
ИП Иванов Зарплата 91272,91272,2024-06-01,ИП Иванов,Зарплата,0,manual
Саша Переводы 38374,38374,2024-05-02,Саша,Переводы,0,manual
Русфонд Благотворительность 132429,132429,2024-02-19,Русфонд,Благотворительность,0,manual
Потратил 144087 рублей в Ашан на супермаркеты,144087,2024-12-06,Ашан,Супермаркеты,0,voice
Потратил 18838 рублей в Аэроэкспресс на транспорт,18838,2024-01-25,Аэроэкспресс,Транспорт,0,voice
Потратил 63930 рублей в Сбер на налоги,63930,2024-05-05,Сбер,Налоги,0,voice
Потратил 26408 рублей в VK Play на развлечения,26408,2024-10-06,VK Play,Развлечения,0,voice
Оплатил подписку IVI 399 рублей,399,2024-04-30,IVI,Кино и сериалы,1,voice
Покупка. Нетология. 44367.00 RUB,44367,2024-07-04,Нетология,Образование,0,csv
Потратил 8314 рублей в Подари жизнь на благотворительность,8314,2025-01-29,Подари жизнь,Благотворительность,0,voice
Потратил 20181 рублей в Нетология на образование,20181,2025-03-27,Нетология,Образование,0,voice
Сбер Налоги 31915,31915,2025-01-05,Сбер,Налоги,0,manual
Потратил 108927 рублей в Сбер на налоги,108927,2025-03-06,Сбер,Налоги,0,voice
Магнит Продукты 148250,148250,2024-12-12,Магнит,Продукты,0,manual
Потратил 125586 рублей в ИП Иванов на зарплата,125586,2024-05-05,ИП Иванов,Зарплата,0,voice
Покупка. Сбер Инвестор. 3360.00 RUB,3360,2024-08-26,Сбер Инвестор,Инвестиции,0,csv
Покупка. Сбер Инвестор. 127476.00 RUB,127476,2024-08-07,Сбер Инвестор,Инвестиции,0,csv
Оплатил подписку Мосэнергосбыт 2400 рублей,2400,2024-06-30,Мосэнергосбыт,Коммунальные услуги,1,voice
Потратил 26191 рублей в РЖД на транспорт,26191,2025-02-03,РЖД,Транспорт,0,voice
Потратил 119784 рублей в Глобус на супермаркеты,119784,2024-02-28,Глобус,Супермаркеты,0,voice
Потратил 147015 рублей в Аптека 36.6 на здоровье и аптеки,147015,2024-07-05,Аптека 36.6,Здоровье и аптеки,0,voice
Покупка. Подари жизнь. 139807.00 RUB,139807,2025-03-05,Подари жизнь,Благотворительность,0,csv
Потратил 47315 рублей в РЖД на путешествия,47315,2024-04-20,РЖД,Путешествия,0,voice
Золотое Яблоко Красота и уход 97387,97387,2024-02-11,Золотое Яблоко,Красота и уход,0,manual
Покупка. ФНС. 21153.00 RUB,21153,2024-11-14,ФНС,Налоги,0,csv
Потратил 94895 рублей в PlayStation Store на развлечения,94895,2024-05-12,PlayStation Store,Развлечения,0,voice
Покупка. Ralf Ringer. 123942.00 RUB,123942,2024-03-13,Ralf Ringer,Обувь,0,csv
РЖД Путешествия 88767,88767,2024-07-18,РЖД,Путешествия,0,manual
Покупка. Прочий платеж. 48825.00 RUB,48825,2024-08-20,Прочий платеж,Прочее,0,csv
Потратил 62001 рублей в Ригла на здоровье и аптеки,62001,2024-08-12,Ригла,Здоровье и аптеки,0,voice
Покупка. Подружка. 30544.00 RUB,30544,2024-12-18,Подружка,Красота и уход,0,csv
Покупка. Сбер. 37108.00 RUB,37108,2025-03-09,Сбер,Налоги,0,csv
Покупка. Аптека 36.6. 92947.00 RUB,92947,2024-07-24,Аптека 36.6,Здоровье и аптеки,0,csv
Покупка. KFC. 105359.00 RUB,105359,2025-01-26,KFC,Фастфуд,0,csv
Покупка. Сервис оплаты. 115555.00 RUB,115555,2024-10-05,Сервис оплаты,Прочее,0,csv
Netflix подписка 599,599,2024-04-16,Netflix,Подписки,1,manual
Потратил 142779 рублей в Золотое Яблоко на красота и уход,142779,2025-03-09,Золотое Яблоко,Красота и уход,0,voice
СПИСАНИЕ 620.00 МЕГАФОН,620,2024-01-24,МегаФон,Интернет и связь,1,csv
Потратил 57044 рублей в Ситимобил на такси,57044,2024-12-17,Ситимобил,Такси,0,voice
Покупка. Алексей. 99869.00 RUB,99869,2024-02-05,Алексей,Переводы,0,csv
Okko Кино и сериалы 46163,46163,2024-09-10,Okko,Кино и сериалы,0,manual
Покупка. Аптека 36.6. 57305.00 RUB,57305,2024-01-01,Аптека 36.6,Здоровье и аптеки,0,csv
Оплатил подписку KION 119870 рублей,119870,2024-08-01,KION,Кино и сериалы,1,voice
Покупка. ФНС. 78218.00 RUB,78218,2024-03-30,ФНС,Налоги,0,csv
Саша Переводы 48695,48695,2024-05-31,Саша,Переводы,0,manual
Потратил 139475 рублей в Билайн на интернет и связь,139475,2025-01-12,Билайн,Интернет и связь,0,voice
Аптека 36.6 Здоровье и аптеки 68713,68713,2024-09-02,Аптека 36.6,Здоровье и аптеки,0,manual
Перекрёсток Продукты 82151,82151,2024-07-12,Перекрёсток,Продукты,0,manual
Нетология Образование 133878,133878,2025-04-07,Нетология,Образование,0,manual
Оплатил подписку Мосэнергосбыт 2400 рублей,2400,2024-10-13,Мосэнергосбыт,Коммунальные услуги,1,voice
Потратил 7470 рублей в ФНС на налоги,7470,2024-05-22,ФНС,Налоги,0,voice
Skyeng Образование 59776,59776,2024-07-24,Skyeng,Образование,0,manual
Покупка. Тинькофф Инвестиции. 20695.00 RUB,20695,2025-01-26,Тинькофф Инвестиции,Инвестиции,0,csv
Потратил 38052 рублей в ECCO на обувь,38052,2025-02-03,ECCO,Обувь,0,voice
Потратил 44002 рублей в Клиент Telegram на фриланс,44002,2024-09-04,Клиент Telegram,Фриланс,0,voice
Глобус Супермаркеты 58522,58522,2024-05-23,Глобус,Супермаркеты,0,manual
Потратил 13125 рублей в Шоколадница на кафе и рестораны,13125,2024-07-12,Шоколадница,Кафе и рестораны,0,voice
Покупка. Тинькофф Инвестиции. 24740.00 RUB,24740,2024-02-11,Тинькофф Инвестиции,Инвестиции,0,csv
Потратил 33678 рублей в Skillbox на образование,33678,2024-09-19,Skillbox,Образование,0,voice
Uber Russia Такси 32576,32576,2024-09-22,Uber Russia,Такси,0,manual
Потратил 140683 рублей в Тройка на общественный транспорт,140683,2024-02-28,Тройка,Общественный транспорт,0,voice
Покупка. Подружка. 105033.00 RUB,105033,2024-11-29,Подружка,Красота и уход,0,csv
Глобус Супермаркеты 117542,117542,2024-09-26,Глобус,Супермаркеты,0,manual
Покупка. Booking. 136532.00 RUB,136532,2024-12-01,Booking,Путешествия,0,csv
PlayStation Store Развлечения 74724,74724,2024-10-24,PlayStation Store,Развлечения,0,manual
Покупка. РЖД. 14960.00 RUB,14960,2024-06-10,РЖД,Путешествия,0,csv
Потратил 128587 рублей в Яндекс Go на такси,128587,2024-03-04,Яндекс Go,Такси,0,voice
Вкусно и точка Фастфуд 107324,107324,2025-02-08,Вкусно и точка,Фастфуд,0,manual
Lamoda Одежда 135521,135521,2025-01-12,Lamoda,Одежда,0,manual
Потратил 113471 рублей в Бургер Кинг на фастфуд,113471,2024-02-09,Бургер Кинг,Фастфуд,0,voice
Покупка. Мосэнергосбыт. 82201.00 RUB,82201,2024-07-27,Мосэнергосбыт,Коммунальные услуги,0,csv
Netflix подписка 599,599,2024-02-18,Netflix,Подписки,1,manual
Ситимобил Такси 96131,96131,2025-03-02,Ситимобил,Такси,0,manual
Потратил 108687 рублей в Ralf Ringer на обувь,108687,2024-02-22,Ralf Ringer,Обувь,0,voice
Потратил 107665 рублей в Горздрав на здоровье и аптеки,107665,2024-04-21,Горздрав,Здоровье и аптеки,0,voice
Водоканал подписка 1100,1100,2024-10-20,Водоканал,Коммунальные услуги,1,manual
Прочий платеж Прочее 14088,14088,2024-07-19,Прочий платеж,Прочее,0,manual
СПИСАНИЕ 700.00 БИЛАЙН,700,2025-01-25,Билайн,Интернет и связь,1,csv
Тройка Общественный транспорт 20198,20198,2024-08-06,Тройка,Общественный транспорт,0,manual
Потратил 45070 рублей в ЖКХ Сервис на коммунальные услуги,45070,2024-02-28,ЖКХ Сервис,Коммунальные услуги,0,voice
Покупка. Ozon. 51029.00 RUB,51029,2024-08-03,Ozon,Техника и электроника,0,csv
Потратил 123311 рублей в KFC на фастфуд,123311,2024-11-10,KFC,Фастфуд,0,voice
Оплатил подписку Ростелеком 890 рублей,890,2025-01-21,Ростелеком,Интернет и связь,1,voice
Покупка. METRO. 14804.00 RUB,14804,2024-05-04,METRO,Супермаркеты,0,csv
Потратил 77606 рублей в Водоканал на коммунальные услуги,77606,2024-07-09,Водоканал,Коммунальные услуги,0,voice
Ростелеком подписка 890,890,2024-12-21,Ростелеком,Интернет и связь,1,manual
Покупка. Аптека 36.6. 143746.00 RUB,143746,2025-01-23,Аптека 36.6,Здоровье и аптеки,0,csv
Потратил 126358 рублей в Прочий платеж на прочее,126358,2025-03-11,Прочий платеж,Прочее,0,voice
Потратил 40453 рублей в PlayStation Store на развлечения,40453,2024-03-15,PlayStation Store,Развлечения,0,voice
Потратил 114854 рублей в Lamoda на одежда,114854,2025-02-18,Lamoda,Одежда,0,voice
Покупка. Steam. 48351.00 RUB,48351,2024-06-14,Steam,Развлечения,0,csv
Покупка. Skyeng. 66650.00 RUB,66650,2025-03-02,Skyeng,Образование,0,csv
Потратил 27914 рублей в ЖКХ Сервис на коммунальные услуги,27914,2025-02-23,ЖКХ Сервис,Коммунальные услуги,0,voice
Покупка. Заказчик Upwork. 49298.00 RUB,49298,2024-07-26,Заказчик Upwork,Фриланс,0,csv
Потратил 142132 рублей в Подари жизнь на благотворительность,142132,2024-07-21,Подари жизнь,Благотворительность,0,voice
СПИСАНИЕ 299.00 СБЕРПРАЙМ,299,2024-05-12,СберПрайм,Подписки,1,csv
Покупка. KFC. 145502.00 RUB,145502,2024-05-08,KFC,Фастфуд,0,csv
Потратил 82350 рублей в Wildberries на одежда,82350,2024-07-18,Wildberries,Одежда,0,voice
Покупка. Тройка. 63583.00 RUB,63583,2024-01-05,Тройка,Общественный транспорт,0,csv
Покупка. Сбер. 104892.00 RUB,104892,2024-09-23,Сбер,Налоги,0,csv
ИП Иванов Зарплата 12145,12145,2024-11-29,ИП Иванов,Зарплата,0,manual
Покупка. X-Fit. 80227.00 RUB,80227,2024-07-04,X-Fit,Спорт,0,csv
Потратил 72812 рублей в Русфонд на благотворительность,72812,2025-04-13,Русфонд,Благотворительность,0,voice
Покупка. Тинькофф Инвестиции. 46145.00 RUB,46145,2024-12-25,Тинькофф Инвестиции,Инвестиции,0,csv
Додо Пицца Фастфуд 49380,49380,2024-06-17,Додо Пицца,Фастфуд,0,manual
Саша Переводы 105028,105028,2024-09-17,Саша,Переводы,0,manual
Потратил 56618 рублей в Шоколадница на кафе и рестораны,56618,2024-11-14,Шоколадница,Кафе и рестораны,0,voice
Мосэнергосбыт подписка 2400,2400,2024-09-01,Мосэнергосбыт,Коммунальные услуги,1,manual
Потратил 125570 рублей в Заказчик Upwork на фриланс,125570,2024-12-02,Заказчик Upwork,Фриланс,0,voice
Потратил 47303 рублей в Wildberries Plus на подписки,47303,2024-06-05,Wildberries Plus,Подписки,0,voice
Потратил 44807 рублей в S7 Airlines на транспорт,44807,2025-01-11,S7 Airlines,Транспорт,0,voice
Покупка. Steam. 137730.00 RUB,137730,2025-03-26,Steam,Развлечения,0,csv
Потратил 107999 рублей в Подари жизнь на благотворительность,107999,2024-12-10,Подари жизнь,Благотворительность,0,voice
СПИСАНИЕ 399.00 ЯНДЕКС ПЛЮС,399,2024-06-09,Яндекс Плюс,Подписки,1,csv
Потратил 26232 рублей в IVI на кино и сериалы,26232,2024-11-28,IVI,Кино и сериалы,0,voice
Потратил 70423 рублей в Русфонд на благотворительность,70423,2024-03-27,Русфонд,Благотворительность,0,voice
Оплатил подписку KION 8128 рублей,8128,2024-03-21,KION,Кино и сериалы,1,voice
Потратил 96481 рублей в Freelance клиент на фриланс,96481,2024-01-04,Freelance клиент,Фриланс,0,voice
Потратил 115188 рублей в Клиент Telegram на фриланс,115188,2024-07-29,Клиент Telegram,Фриланс,0,voice
Потратил 30987 рублей в ECCO на обувь,30987,2024-12-08,ECCO,Обувь,0,voice
Покупка. Сбер Инвестор. 17122.00 RUB,17122,2024-06-21,Сбер Инвестор,Инвестиции,0,csv
Потратил 74762 рублей в Ригла на здоровье и аптеки,74762,2024-02-22,Ригла,Здоровье и аптеки,0,voice
Okko подписка 141385,141385,2024-11-13,Okko,Кино и сериалы,1,manual
Потратил 122591 рублей в Заказчик Upwork на фриланс,122591,2024-01-20,Заказчик Upwork,Фриланс,0,voice
Покупка. Lamoda. 35238.00 RUB,35238,2024-06-02,Lamoda,Одежда,0,csv
Потратил 14678 рублей в Сервис оплаты на прочее,14678,2024-09-17,Сервис оплаты,Прочее,0,voice
Прочий платеж Прочее 19997,19997,2024-12-07,Прочий платеж,Прочее,0,manual
Потратил 52382 рублей в Прочий платеж на прочее,52382,2024-06-11,Прочий платеж,Прочее,0,voice
Покупка. DNS. 70086.00 RUB,70086,2024-04-02,DNS,Техника и электроника,0,csv
Потратил 45794 рублей в Тинькофф Инвестиции на инвестиции,45794,2024-05-03,Тинькофф Инвестиции,Инвестиции,0,voice
СПИСАНИЕ 3800.00 ЖКХ СЕРВИС,3800,2024-10-25,ЖКХ Сервис,Коммунальные услуги,1,csv
Покупка. ООО Техно. 45471.00 RUB,45471,2025-01-31,ООО Техно,Зарплата,0,csv
Ситимобил Такси 61320,61320,2024-04-28,Ситимобил,Такси,0,manual
Потратил 149126 рублей в Skillbox на образование,149126,2024-05-08,Skillbox,Образование,0,voice
Покупка. Шоколадница. 142070.00 RUB,142070,2025-02-04,Шоколадница,Кафе и рестораны,0,csv
Покупка. ФНС. 4307.00 RUB,4307,2025-03-03,ФНС,Налоги,0,csv
Потратил 33294 рублей в Aviasales на путешествия,33294,2024-05-23,Aviasales,Путешествия,0,voice
Потратил 626 рублей в Мама на переводы,626,2024-07-12,Мама,Переводы,0,voice
Потратил 134369 рублей в Горздрав на здоровье и аптеки,134369,2025-01-16,Горздрав,Здоровье и аптеки,0,voice
Подорожник Общественный транспорт 50202,50202,2024-04-13,Подорожник,Общественный транспорт,0,manual
Покупка. Русфонд. 135681.00 RUB,135681,2024-10-02,Русфонд,Благотворительность,0,csv
Потратил 67513 рублей в Aviasales на путешествия,67513,2024-04-16,Aviasales,Путешествия,0,voice
Потратил 138150 рублей в ЖКХ Сервис на коммунальные услуги,138150,2024-07-14,ЖКХ Сервис,Коммунальные услуги,0,voice
Потратил 9823 рублей в Горздрав на здоровье и аптеки,9823,2024-09-16,Горздрав,Здоровье и аптеки,0,voice
Потратил 46116 рублей в Ригла на здоровье и аптеки,46116,2024-05-25,Ригла,Здоровье и аптеки,0,voice
СПИСАНИЕ 199.00 WILDBERRIES PLUS,199,2025-04-28,Wildberries Plus,Подписки,1,csv
Покупка. Aviasales. 86497.00 RUB,86497,2024-06-24,Aviasales,Путешествия,0,csv
Потратил 53580 рублей в Лента на продукты,53580,2024-06-23,Лента,Продукты,0,voice
Покупка. Прочий платеж. 91117.00 RUB,91117,2024-03-24,Прочий платеж,Прочее,0,csv
Покупка. Сбер. 71347.00 RUB,71347,2025-03-26,Сбер,Налоги,0,csv
Оплатил подписку Водоканал 1100 рублей,1100,2024-08-06,Водоканал,Коммунальные услуги,1,voice
Потратил 85707 рублей в Русфонд на благотворительность,85707,2024-04-17,Русфонд,Благотворительность,0,voice
Потратил 123342 рублей в Zarina на одежда,123342,2024-07-26,Zarina,Одежда,0,voice
Потратил 120087 рублей в Wildberries на одежда,120087,2024-03-04,Wildberries,Одежда,0,voice
Потратил 9915 рублей в Подари жизнь на благотворительность,9915,2025-01-25,Подари жизнь,Благотворительность,0,voice
Fitmost Спорт 71869,71869,2024-03-10,Fitmost,Спорт,0,manual
Нетология Образование 55694,55694,2025-04-23,Нетология,Образование,0,manual
Покупка. VK Play. 105422.00 RUB,105422,2024-12-07,VK Play,Развлечения,0,csv
М.Видео Техника и электроника 112693,112693,2024-08-18,М.Видео,Техника и электроника,0,manual
Покупка. Fitmost. 67739.00 RUB,67739,2024-08-21,Fitmost,Спорт,0,csv
Покупка. Лента. 27966.00 RUB,27966,2024-08-22,Лента,Продукты,0,csv
Потратил 113618 рублей в Клиент Telegram на фриланс,113618,2024-10-26,Клиент Telegram,Фриланс,0,voice
Потратил 115475 рублей в Ашан на супермаркеты,115475,2025-04-09,Ашан,Супермаркеты,0,voice
Потратил 56382 рублей в Шоколадница на кафе и рестораны,56382,2025-02-12,Шоколадница,Кафе и рестораны,0,voice
Покупка. Ростелеком. 117498.00 RUB,117498,2024-02-22,Ростелеком,Интернет и связь,0,csv
Lamoda Одежда 94027,94027,2024-08-02,Lamoda,Одежда,0,manual
Горздрав Здоровье и аптеки 63,63,2024-11-30,Горздрав,Здоровье и аптеки,0,manual
Wildberries Одежда 132480,132480,2024-08-04,Wildberries,Одежда,0,manual
Пятёрочка Продукты 128866,128866,2024-12-05,Пятёрочка,Продукты,0,manual
Покупка. Okko. 47419.00 RUB,47419,2024-04-14,Okko,Кино и сериалы,0,csv
Потратил 96502 рублей в KION на кино и сериалы,96502,2024-11-08,KION,Кино и сериалы,0,voice
Покупка. Анна. 135610.00 RUB,135610,2024-06-16,Анна,Переводы,0,csv
Перекрёсток Продукты 4411,4411,2024-11-26,Перекрёсток,Продукты,0,manual
Lamoda Одежда 60166,60166,2024-09-05,Lamoda,Одежда,0,manual
Потратил 35626 рублей в Lamoda на одежда,35626,2025-02-26,Lamoda,Одежда,0,voice
Потратил 46697 рублей в Клиент Telegram на фриланс,46697,2025-02-11,Клиент Telegram,Фриланс,0,voice
Потратил 123684 рублей в Skillbox на образование,123684,2025-03-01,Skillbox,Образование,0,voice
Покупка. Клиент Telegram. 44042.00 RUB,44042,2025-04-05,Клиент Telegram,Фриланс,0,csv
